year,importer1,importer2,flow2,flow1,category
2005,France,Australia,58.711,7.527,animals
2005,France,Brazil,171.889,8.933,animals
2005,France,New Zealand,273.521,3.669,animals
2005,France,China,96.074,128.046,animals
2005,France,Japan,11.563,169.412,animals
2005,France,Italy,636.738,2765.935,animals
2005,France,UK,935.455,1024.141,animals
2005,France,Spain,1306.181,1395.148,animals
2005,France,Russia,15.990,153.761,animals
2005,France,Rest of the World,2969.601,2854.210,animals
2005,Denmark,Canada,63.358,53.128,animals
2005,Denmark,Australia,16.829,109.755,animals
2005,Denmark,Brazil,21.005,1.758,animals
2005,Denmark,New Zealand,104.333,2.586,animals
2005,Denmark,China,43.553,123.872,animals
2005,Denmark,Japan,0.245,1186.002,animals
2005,Denmark,Italy,64.956,830.675,animals
2005,Denmark,UK,88.647,1490.907,animals
2005,Denmark,Spain,58.307,470.486,animals
2005,Denmark,Russia,32.435,221.364,animals
2005,Denmark,Rest of the World,1204.979,2257.303,animals
2005,Canada,Australia,85.694,106.883,animals
2005,Canada,Brazil,35.454,3.761,animals
2005,Canada,New Zealand,246.404,21.732,animals
2005,Canada,China,221.378,324.612,animals
2005,Canada,Japan,12.705,1413.392,animals
2005,Canada,Italy,33.658,25.743,animals
2005,Canada,UK,14.830,62.697,animals
2005,Canada,Spain,4.481,39.032,animals
2005,Canada,Russia,12.804,81.897,animals
2005,Canada,Rest of the World,512.500,1079.052,animals
2005,Australia,Brazil,0.463,5.985,animals
2005,Australia,New Zealand,376.170,113.470,animals
2005,Australia,China,61.598,249.869,animals
2005,Australia,Japan,6.754,2894.802,animals
2005,Australia,Italy,18.769,11.348,animals
2005,Australia,UK,7.260,116.907,animals
2005,Australia,Spain,1.031,26.283,animals
2005,Australia,Russia,0.154,51.178,animals
2005,Australia,Rest of the World,335.037,3140.603,animals
2005,Brazil,New Zealand,3.099,4.003,animals
2005,Brazil,China,4.903,94.034,animals
2005,Brazil,Japan,0.625,742.222,animals
2005,Brazil,Italy,2.352,194.315,animals
2005,Brazil,UK,2.234,272.103,animals
2005,Brazil,Spain,16.489,241.396,animals
2005,Brazil,Russia,0.234,1614.079,animals
2005,Brazil,Rest of the World,496.709,3695.564,animals
2005,New Zealand,China,13.407,414.028,animals
2005,New Zealand,Japan,9.489,625.316,animals
2005,New Zealand,Italy,1.447,77.022,animals
2005,New Zealand,UK,2.408,464.461,animals
2005,New Zealand,Spain,0.099,92.313,animals
2005,New Zealand,Russia,1.269,73.727,animals
2005,New Zealand,Rest of the World,56.903,3308.086,animals
2005,China,Japan,218.740,1833.392,animals
2005,China,Italy,1.423,55.293,animals
2005,China,UK,58.099,125.992,animals
2005,China,Spain,38.552,243.146,animals
2005,China,Russia,164.856,62.156,animals
2005,China,Rest of the World,1394.995,2813.549,animals
2005,Japan,Italy,96.557,1.004,animals
2005,Japan,UK,44.945,5.399,animals
2005,Japan,Spain,180.476,4.452,animals
2005,Japan,Russia,444.088,7.511,animals
2005,Japan,Rest of the World,6515.330,644.406,animals
2005,Italy,UK,225.809,299.634,animals
2005,Italy,Spain,997.708,386.101,animals
2005,Italy,Russia,0.280,35.163,animals
2005,Italy,Rest of the World,3473.702,906.375,animals
2005,UK,Spain,187.971,365.226,animals
2005,UK,Russia,98.547,55.847,animals
2005,UK,Rest of the World,3370.019,1625.133,animals
2005,Spain,Russia,11.642,79.910,animals
2005,Spain,Rest of the World,3993.245,2308.172,animals
2005,Russia,Rest of the World,2650.622,679.569,animals
2005,Rest of the World,Rest of the World,19938.832,19938.832,animals
2006,Germany,Netherlands,3673.973,2553.780,animals
2006,Germany,USA,228.296,111.299,animals
2006,Germany,France,1407.147,1307.844,animals
2006,Germany,Denmark,1825.357,644.459,animals
2006,Germany,Canada,46.620,15.271,animals
2006,Germany,China,574.306,54.331,animals
2006,Germany,Australia,29.600,6.256,animals
2006,Germany,Brazil,267.191,13.930,animals
2006,Germany,New Zealand,345.335,0.756,animals
2006,Germany,Japan,6.353,61.770,animals
2006,Germany,Italy,684.109,3015.292,animals
2006,Germany,UK,294.926,899.342,animals
2006,Germany,Spain,372.451,696.957,animals
2006,Germany,Russia,97.548,666.529,animals
2006,Germany,South Korea,1.836,15.192,animals
2006,Germany,Rest of the World,4694.635,4049.034,animals
2006,Netherlands,USA,95.869,204.935,animals
2006,Netherlands,France,447.084,1366.545,animals
2006,Netherlands,Denmark,319.582,305.800,animals
2006,Netherlands,Canada,26.376,18.586,animals
2006,Netherlands,China,177.278,126.879,animals
2006,Netherlands,Australia,30.558,12.493,animals
2006,Netherlands,Brazil,485.938,8.386,animals
2006,Netherlands,New Zealand,181.247,3.552,animals
2006,Netherlands,Japan,6.637,104.925,animals
2006,Netherlands,Italy,104.253,1587.035,animals
2006,Netherlands,UK,393.482,1617.662,animals
2006,Netherlands,Spain,101.712,722.186,animals
2006,Netherlands,Russia,16.422,187.447,animals
2006,Netherlands,South Korea,0.798,72.952,animals
2006,Netherlands,Rest of the World,1785.940,3514.422,animals
2006,USA,France,192.088,307.215,animals
2006,USA,Denmark,244.987,47.986,animals
2006,USA,Canada,5668.958,1698.671,animals
2006,USA,China,1734.339,870.265,animals
2006,USA,Australia,1497.809,107.958,animals
2006,USA,Brazil,185.694,40.554,animals
2006,USA,New Zealand,1213.815,23.564,animals
2006,USA,Japan,175.282,2699.454,animals
2006,USA,Italy,295.003,79.601,animals
2006,USA,UK,153.986,163.985,animals
2006,USA,Spain,74.130,110.676,animals
2006,USA,Russia,209.402,748.462,animals
2006,USA,South Korea,47.498,520.025,animals
2006,USA,Rest of the World,7737.995,5774.278,animals
2006,France,Denmark,415.066,179.386,animals
2006,France,Canada,91.085,56.867,animals
2006,France,China,144.327,121.541,animals
2006,France,Australia,58.830,8.887,animals
2006,France,Brazil,146.493,10.286,animals
2006,France,New Zealand,262.764,1.084,animals
2006,France,Japan,24.188,168.661,animals
2006,France,Italy,665.963,2944.010,animals
2006,France,UK,962.908,1079.729,animals
2006,France,Spain,1446.683,1468.726,animals
2006,France,Russia,27.040,189.578,animals
2006,France,South Korea,1.466,96.623,animals
2006,France,Rest of the World,3355.333,2765.883,animals
2006,Denmark,Canada,80.597,47.058,animals
2006,Denmark,China,61.952,111.725,animals
2006,Denmark,Australia,17.631,124.678,animals
2006,Denmark,Brazil,26.767,0.955,animals
2006,Denmark,New Zealand,89.203,2.802,animals
2006,Denmark,Japan,0.367,846.665,animals
2006,Denmark,Italy,72.111,901.031,animals
2006,Denmark,UK,80.887,1615.481,animals
2006,Denmark,Spain,49.166,490.116,animals
2006,Denmark,Russia,15.751,501.686,animals
2006,Denmark,South Korea,2.078,58.390,animals
2006,Denmark,Rest of the World,1400.683,2226.581,animals
2006,Canada,China,256.304,283.645,animals
2006,Canada,Australia,91.437,108.781,animals
2006,Canada,Brazil,37.647,3.947,animals
2006,Canada,New Zealand,211.610,22.096,animals
2006,Canada,Japan,14.303,1123.383,animals
2006,Canada,Italy,36.517,30.706,animals
2006,Canada,UK,15.015,76.791,animals
2006,Canada,Spain,4.612,43.626,animals
2006,Canada,Russia,22.086,189.393,animals
2006,Canada,South Korea,4.517,172.408,animals
2006,Canada,Rest of the World,536.971,974.680,animals
2006,China,Australia,176.424,83.383,animals
2006,China,Brazil,28.569,4.011,animals
2006,China,New Zealand,420.906,14.336,animals
2006,China,Japan,279.695,1795.165,animals
2006,China,Italy,5.650,75.575,animals
2006,China,UK,40.266,200.288,animals
2006,China,Spain,45.256,306.385,animals
2006,China,Russia,248.975,100.137,animals
2006,China,South Korea,84.891,964.067,animals
2006,China,Rest of the World,1437.846,2261.497,animals
2006,Australia,Brazil,0.271,5.764,animals
2006,Australia,New Zealand,392.461,120.721,animals
2006,Australia,Japan,9.049,2653.369,animals
2006,Australia,Italy,19.756,9.173,animals
2006,Australia,UK,9.776,115.323,animals
2006,Australia,Spain,1.185,21.338,animals
2006,Australia,Russia,0.359,137.280,animals
2006,Australia,South Korea,3.815,779.019,animals
2006,Australia,Rest of the World,374.854,2814.916,animals
2006,Brazil,New Zealand,4.138,4.232,animals
2006,Brazil,Japan,0.147,553.758,animals
2006,Brazil,Italy,4.008,265.140,animals
2006,Brazil,UK,1.134,229.821,animals
2006,Brazil,Spain,12.974,217.839,animals
2006,Brazil,Russia,4.212,1566.800,animals
2006,Brazil,South Korea,0.037,43.961,animals
2006,Brazil,Rest of the World,657.211,4192.550,animals
2006,New Zealand,Japan,3.758,557.192,animals
2006,New Zealand,Italy,1.452,71.887,animals
2006,New Zealand,UK,1.596,470.217,animals
2006,New Zealand,Spain,0.083,85.911,animals
2006,New Zealand,Russia,0.026,86.838,animals
2006,New Zealand,South Korea,12.317,249.751,animals
2006,New Zealand,Rest of the World,43.677,3399.855,animals
2006,Japan,Italy,134.293,1.156,animals
2006,Japan,UK,44.094,4.733,animals
2006,Japan,Spain,165.067,3.061,animals
2006,Japan,Russia,422.028,6.868,animals
2006,Japan,South Korea,509.568,217.302,animals
2006,Japan,Rest of the World,5781.526,536.236,animals
2006,Italy,UK,265.470,301.130,animals
2006,Italy,Spain,1075.506,437.392,animals
2006,Italy,Russia,0.118,42.728,animals
2006,Italy,South Korea,11.814,11.707,animals
2006,Italy,Rest of the World,4158.265,956.635,animals
2006,UK,Spain,169.271,380.202,animals
2006,UK,Russia,70.492,102.041,animals
2006,UK,South Korea,2.938,22.497,animals
2006,UK,Rest of the World,3752.337,1690.752,animals
2006,Spain,Russia,25.290,112.252,animals
2006,Spain,South Korea,45.259,54.256,animals
2006,Spain,Rest of the World,4392.533,2604.253,animals
2006,Russia,South Korea,17.638,172.126,animals
2006,Russia,Rest of the World,3517.534,575.375,animals
2006,South Korea,Rest of the World,931.114,170.317,animals
2006,Rest of the World,Rest of the World,21167.225,21167.225,animals
2007,Germany,USA,293.431,123.826,animals
2007,Germany,Netherlands,4099.474,3171.451,animals
2007,Germany,France,1517.650,1553.698,animals
2007,Germany,Brazil,388.218,33.217,animals
2007,Germany,Denmark,1798.122,692.698,animals
2007,Germany,Canada,47.511,18.629,animals
2007,Germany,New Zealand,408.239,0.823,animals
2007,Germany,Australia,33.347,6.317,animals
2007,Germany,China,634.586,53.251,animals
2007,Germany,Japan,7.471,76.398,animals
2007,Germany,Italy,793.934,3475.911,animals
2007,Germany,UK,300.768,1128.942,animals
2007,Germany,Spain,389.399,815.816,animals
2007,Germany,Russia,86.628,696.351,animals
2007,Germany,Rest of the World,5432.672,5332.447,animals
2007,USA,Netherlands,218.626,134.074,animals
2007,USA,France,205.101,295.674,animals
2007,USA,Brazil,196.729,61.859,animals
2007,USA,Denmark,278.784,58.932,animals
2007,USA,Canada,6153.446,2048.908,animals
2007,USA,New Zealand,1154.570,26.988,animals
2007,USA,Australia,1622.125,141.387,animals
2007,USA,China,1875.359,1330.610,animals
2007,USA,Japan,201.742,2935.016,animals
2007,USA,Italy,369.932,106.388,animals
2007,USA,UK,240.833,240.690,animals
2007,USA,Spain,72.079,151.033,animals
2007,USA,Russia,228.694,984.750,animals
2007,USA,Rest of the World,8159.193,7843.017,animals
2007,Netherlands,France,602.218,1575.103,animals
2007,Netherlands,Brazil,799.251,9.839,animals
2007,Netherlands,Denmark,326.779,363.894,animals
2007,Netherlands,Canada,18.196,29.683,animals
2007,Netherlands,New Zealand,161.432,2.421,animals
2007,Netherlands,Australia,50.926,10.265,animals
2007,Netherlands,China,165.967,143.499,animals
2007,Netherlands,Japan,8.932,151.060,animals
2007,Netherlands,Italy,115.467,1740.423,animals
2007,Netherlands,UK,464.970,2018.772,animals
2007,Netherlands,Spain,121.189,924.000,animals
2007,Netherlands,Russia,20.832,273.620,animals
2007,Netherlands,Rest of the World,2024.400,4596.797,animals
2007,France,Brazil,161.330,13.843,animals
2007,France,Denmark,374.781,156.354,animals
2007,France,Canada,120.072,56.449,animals
2007,France,New Zealand,289.595,4.983,animals
2007,France,Australia,45.227,12.748,animals
2007,France,China,181.128,222.646,animals
2007,France,Japan,15.322,168.725,animals
2007,France,Italy,800.716,3121.291,animals
2007,France,UK,999.659,1247.355,animals
2007,France,Spain,1608.624,1861.268,animals
2007,France,Russia,28.587,239.766,animals
2007,France,Rest of the World,3739.298,3371.259,animals
2007,Brazil,Denmark,0.636,37.126,animals
2007,Brazil,Canada,5.065,49.654,animals
2007,Brazil,New Zealand,5.869,2.764,animals
2007,Brazil,Australia,7.616,0.435,animals
2007,Brazil,China,24.103,27.741,animals
2007,Brazil,Japan,0.125,610.158,animals
2007,Brazil,Italy,6.233,307.949,animals
2007,Brazil,UK,1.494,216.073,animals
2007,Brazil,Spain,15.027,239.047,animals
2007,Brazil,Russia,8.011,1975.134,animals
2007,Brazil,Rest of the World,783.697,5900.179,animals
2007,Denmark,Canada,88.963,31.114,animals
2007,Denmark,New Zealand,98.830,5.663,animals
2007,Denmark,Australia,11.817,162.055,animals
2007,Denmark,China,58.882,155.541,animals
2007,Denmark,Japan,0.336,821.332,animals
2007,Denmark,Italy,85.249,886.434,animals
2007,Denmark,UK,91.365,1660.885,animals
2007,Denmark,Spain,47.034,542.569,animals
2007,Denmark,Russia,22.987,518.714,animals
2007,Denmark,Rest of the World,1409.959,2825.455,animals
2007,Canada,New Zealand,243.544,26.705,animals
2007,Canada,Australia,101.679,139.743,animals
2007,Canada,China,273.436,283.130,animals
2007,Canada,Japan,17.887,1168.759,animals
2007,Canada,Italy,45.839,30.771,animals
2007,Canada,UK,15.203,84.952,animals
2007,Canada,Spain,3.489,45.205,animals
2007,Canada,Russia,34.896,238.103,animals
2007,Canada,Rest of the World,679.729,1182.967,animals
2007,New Zealand,Australia,152.294,451.722,animals
2007,New Zealand,China,13.395,473.046,animals
2007,New Zealand,Japan,4.933,575.459,animals
2007,New Zealand,Italy,1.568,55.848,animals
2007,New Zealand,UK,4.925,525.272,animals
2007,New Zealand,Spain,0.091,88.799,animals
2007,New Zealand,Russia,0.126,89.070,animals
2007,New Zealand,Rest of the World,72.586,4968.578,animals
2007,Australia,China,82.701,209.030,animals
2007,Australia,Japan,9.123,2666.760,animals
2007,Australia,Italy,27.540,9.701,animals
2007,Australia,UK,24.679,134.984,animals
2007,Australia,Spain,1.804,15.718,animals
2007,Australia,Russia,0.167,114.631,animals
2007,Australia,Rest of the World,408.195,3993.525,animals
2007,China,Japan,256.269,1469.799,animals
2007,China,Italy,6.111,90.194,animals
2007,China,UK,49.679,237.377,animals
2007,China,Spain,66.744,323.758,animals
2007,China,Russia,252.742,158.099,animals
2007,China,Rest of the World,1872.951,3448.783,animals
2007,Japan,Italy,156.986,1.167,animals
2007,Japan,UK,45.739,5.631,animals
2007,Japan,Spain,192.756,2.967,animals
2007,Japan,Russia,479.722,7.688,animals
2007,Japan,Rest of the World,6296.261,828.632,animals
2007,Italy,UK,302.177,379.363,animals
2007,Italy,Spain,1113.772,463.009,animals
2007,Italy,Russia,0.359,44.776,animals
2007,Italy,Rest of the World,4712.319,1215.296,animals
2007,UK,Spain,180.598,474.586,animals
2007,UK,Russia,44.415,97.329,animals
2007,UK,Rest of the World,4572.365,2093.392,animals
2007,Spain,Russia,14.647,153.656,animals
2007,Spain,Rest of the World,5065.445,3157.527,animals
2007,Russia,Rest of the World,3886.470,862.620,animals
2007,Rest of the World,Rest of the World,27606.158,27606.158,animals
2008,USA,Germany,93.955,305.750,animals
2008,USA,Netherlands,208.768,189.497,animals
2008,USA,France,213.621,315.217,animals
2008,USA,Brazil,174.644,65.232,animals
2008,USA,Denmark,272.055,68.524,animals
2008,USA,New Zealand,1304.112,34.398,animals
2008,USA,Canada,6072.381,2254.421,animals
2008,USA,Australia,1400.463,205.831,animals
2008,USA,China,2010.503,1720.235,animals
2008,USA,Japan,226.244,3864.576,animals
2008,USA,Italy,395.356,107.092,animals
2008,USA,UK,228.356,263.256,animals
2008,USA,Russia,167.869,1529.188,animals
2008,USA,Spain,79.597,134.074,animals
2008,USA,Hong Kong,17.960,678.691,animals
2008,USA,Rest of the World,7983.412,9793.391,animals
2008,Germany,Netherlands,5100.553,3424.239,animals
2008,Germany,France,1786.644,1746.633,animals
2008,Germany,Brazil,298.792,57.870,animals
2008,Germany,Denmark,2211.146,824.709,animals
2008,Germany,New Zealand,433.893,0.980,animals
2008,Germany,Canada,60.098,16.302,animals
2008,Germany,Australia,42.356,7.437,animals
2008,Germany,China,811.288,58.153,animals
2008,Germany,Japan,10.388,86.779,animals
2008,Germany,Italy,823.514,3727.574,animals
2008,Germany,UK,330.351,1187.432,animals
2008,Germany,Russia,93.003,1021.237,animals
2008,Germany,Spain,503.280,872.920,animals
2008,Germany,Hong Kong,0.659,242.627,animals
2008,Germany,Rest of the World,6089.054,7007.864,animals
2008,Netherlands,France,602.235,1831.507,animals
2008,Netherlands,Brazil,600.228,16.413,animals
2008,Netherlands,Denmark,388.574,432.321,animals
2008,Netherlands,New Zealand,153.084,2.576,animals
2008,Netherlands,Canada,18.002,24.100,animals
2008,Netherlands,Australia,62.444,14.134,animals
2008,Netherlands,China,238.028,222.771,animals
2008,Netherlands,Japan,9.976,178.457,animals
2008,Netherlands,Italy,163.885,1751.184,animals
2008,Netherlands,UK,531.251,2042.048,animals
2008,Netherlands,Russia,20.706,280.919,animals
2008,Netherlands,Spain,181.505,882.805,animals
2008,Netherlands,Hong Kong,0.412,253.410,animals
2008,Netherlands,Rest of the World,2542.442,5439.858,animals
2008,France,Brazil,112.969,14.291,animals
2008,France,Denmark,382.423,171.234,animals
2008,France,New Zealand,285.391,9.033,animals
2008,France,Canada,118.577,54.620,animals
2008,France,Australia,56.760,19.164,animals
2008,France,China,221.980,253.257,animals
2008,France,Japan,19.348,180.049,animals
2008,France,Italy,911.814,3326.941,animals
2008,France,UK,1175.657,1320.864,animals
2008,France,Russia,37.555,340.409,animals
2008,France,Spain,1803.329,1865.649,animals
2008,France,Hong Kong,0.340,86.112,animals
2008,France,Rest of the World,3927.010,3895.509,animals
2008,Brazil,Denmark,0.437,8.170,animals
2008,Brazil,New Zealand,7.553,3.849,animals
2008,Brazil,Canada,6.694,40.890,animals
2008,Brazil,Australia,9.806,0.296,animals
2008,Brazil,China,46.788,9.955,animals
2008,Brazil,Japan,0.061,1192.904,animals
2008,Brazil,Italy,6.471,148.512,animals
2008,Brazil,UK,0.934,134.161,animals
2008,Brazil,Russia,0.052,2527.248,animals
2008,Brazil,Spain,18.490,138.036,animals
2008,Brazil,Hong Kong,0.000,1296.933,animals
2008,Brazil,Rest of the World,995.287,7242.883,animals
2008,Denmark,New Zealand,140.155,3.561,animals
2008,Denmark,Canada,79.167,33.332,animals
2008,Denmark,Australia,9.082,208.912,animals
2008,Denmark,China,61.672,262.731,animals
2008,Denmark,Japan,0.907,911.991,animals
2008,Denmark,Italy,79.449,871.676,animals
2008,Denmark,UK,125.824,1641.266,animals
2008,Denmark,Russia,13.918,460.564,animals
2008,Denmark,Spain,65.952,556.714,animals
2008,Denmark,Hong Kong,0.897,66.139,animals
2008,Denmark,Rest of the World,1469.489,3236.338,animals
2008,New Zealand,Canada,21.155,221.490,animals
2008,New Zealand,Australia,134.702,573.077,animals
2008,New Zealand,China,20.555,606.251,animals
2008,New Zealand,Japan,5.760,634.077,animals
2008,New Zealand,Italy,1.925,83.980,animals
2008,New Zealand,UK,4.911,570.188,animals
2008,New Zealand,Russia,0.093,127.067,animals
2008,New Zealand,Spain,0.419,84.674,animals
2008,New Zealand,Hong Kong,0.095,261.140,animals
2008,New Zealand,Rest of the World,80.896,5745.717,animals
2008,Canada,Australia,96.121,110.455,animals
2008,Canada,China,255.819,315.025,animals
2008,Canada,Japan,17.329,1329.139,animals
2008,Canada,Italy,62.288,24.668,animals
2008,Canada,UK,19.584,77.338,animals
2008,Canada,Russia,42.139,430.559,animals
2008,Canada,Spain,4.261,42.805,animals
2008,Canada,Hong Kong,10.359,258.411,animals
2008,Canada,Rest of the World,598.643,1207.376,animals
2008,Australia,China,73.415,271.340,animals
2008,Australia,Japan,12.905,2803.262,animals
2008,Australia,Italy,32.443,17.454,animals
2008,Australia,UK,26.098,156.688,animals
2008,Australia,Russia,0.444,377.251,animals
2008,Australia,Spain,4.222,6.732,animals
2008,Australia,Hong Kong,3.129,503.480,animals
2008,Australia,Rest of the World,354.581,4162.867,animals
2008,China,Japan,202.867,1446.432,animals
2008,China,Italy,4.868,93.505,animals
2008,China,UK,49.545,266.773,animals
2008,China,Russia,227.266,184.154,animals
2008,China,Spain,67.547,311.748,animals
2008,China,Hong Kong,515.701,1187.750,animals
2008,China,Rest of the World,1513.022,2639.778,animals
2008,Japan,Italy,142.625,0.899,animals
2008,Japan,UK,47.310,6.969,animals
2008,Japan,Russia,613.365,16.976,animals
2008,Japan,Spain,255.564,2.758,animals
2008,Japan,Hong Kong,96.975,215.455,animals
2008,Japan,Rest of the World,7089.042,710.103,animals
2008,Italy,UK,297.537,393.599,animals
2008,Italy,Russia,0.223,85.089,animals
2008,Italy,Spain,1327.005,461.774,animals
2008,Italy,Hong Kong,0.093,37.149,animals
2008,Italy,Rest of the World,5286.650,1485.479,animals
2008,UK,Russia,49.128,78.757,animals
2008,UK,Spain,208.892,420.108,animals
2008,UK,Hong Kong,1.282,83.188,animals
2008,UK,Rest of the World,4985.872,2183.381,animals
2008,Russia,Spain,248.562,13.504,animals
2008,Russia,Hong Kong,0.575,5.743,animals
2008,Russia,Rest of the World,5249.325,903.395,animals
2008,Spain,Hong Kong,0.712,167.204,animals
2008,Spain,Rest of the World,5451.446,3611.681,animals
2008,Hong Kong,Rest of the World,1441.761,246.398,animals
2008,Rest of the World,Rest of the World,33232.469,33232.469,animals
2009,Germany,USA,249.565,63.747,animals
2009,Germany,Netherlands,4771.942,3050.373,animals
2009,Germany,France,1606.693,1602.075,animals
2009,Germany,Brazil,220.085,60.771,animals
2009,Germany,Denmark,2151.644,740.169,animals
2009,Germany,China,742.809,57.998,animals
2009,Germany,New Zealand,337.834,1.147,animals
2009,Germany,Australia,37.211,8.990,animals
2009,Germany,Canada,52.425,11.822,animals
2009,Germany,Japan,5.864,67.582,animals
2009,Germany,Italy,765.785,3106.857,animals
2009,Germany,UK,294.881,934.431,animals
2009,Germany,Russia,90.028,857.289,animals
2009,Germany,Spain,437.741,767.128,animals
2009,Germany,Hong Kong,0.753,238.399,animals
2009,Germany,Rest of the World,5333.249,6490.256,animals
2009,USA,Netherlands,192.563,156.282,animals
2009,USA,France,187.087,251.591,animals
2009,USA,Brazil,144.655,50.829,animals
2009,USA,Denmark,301.755,52.716,animals
2009,USA,China,1844.990,1538.066,animals
2009,USA,New Zealand,1084.311,33.367,animals
2009,USA,Australia,1297.751,152.393,animals
2009,USA,Canada,4929.036,2080.859,animals
2009,USA,Japan,212.560,3443.666,animals
2009,USA,Italy,328.119,93.623,animals
2009,USA,UK,249.453,195.429,animals
2009,USA,Russia,158.713,1210.739,animals
2009,USA,Spain,71.464,132.345,animals
2009,USA,Hong Kong,15.378,717.720,animals
2009,USA,Rest of the World,7488.519,7635.708,animals
2009,Netherlands,France,491.865,1715.602,animals
2009,Netherlands,Brazil,565.674,7.129,animals
2009,Netherlands,Denmark,310.826,376.304,animals
2009,Netherlands,China,278.480,220.379,animals
2009,Netherlands,New Zealand,146.182,1.991,animals
2009,Netherlands,Australia,40.728,14.164,animals
2009,Netherlands,Canada,14.907,23.337,animals
2009,Netherlands,Japan,11.454,149.038,animals
2009,Netherlands,Italy,140.861,1582.620,animals
2009,Netherlands,UK,459.451,1788.963,animals
2009,Netherlands,Russia,12.421,202.644,animals
2009,Netherlands,Spain,142.750,744.304,animals
2009,Netherlands,Hong Kong,0.382,255.674,animals
2009,Netherlands,Rest of the World,2277.328,4754.042,animals
2009,France,Brazil,77.261,12.984,animals
2009,France,Denmark,357.180,119.666,animals
2009,France,China,219.523,160.955,animals
2009,France,New Zealand,264.300,7.213,animals
2009,France,Australia,39.971,18.489,animals
2009,France,Canada,108.373,44.649,animals
2009,France,Japan,13.235,166.449,animals
2009,France,Italy,853.949,3134.336,animals
2009,France,UK,1182.211,1134.413,animals
2009,France,Russia,29.313,278.242,animals
2009,France,Spain,1679.344,1524.926,animals
2009,France,Hong Kong,0.358,90.756,animals
2009,France,Rest of the World,3682.290,3350.471,animals
2009,Brazil,Denmark,0.813,8.271,animals
2009,Brazil,China,53.736,49.733,animals
2009,Brazil,New Zealand,4.770,2.093,animals
2009,Brazil,Australia,10.435,1.105,animals
2009,Brazil,Canada,7.024,46.094,animals
2009,Brazil,Japan,0.057,671.870,animals
2009,Brazil,Italy,5.754,135.576,animals
2009,Brazil,UK,0.740,117.292,animals
2009,Brazil,Russia,0.108,1694.768,animals
2009,Brazil,Spain,14.858,98.335,animals
2009,Brazil,Hong Kong,0.735,1447.529,animals
2009,Brazil,Rest of the World,1058.891,6127.363,animals
2009,Denmark,China,70.005,249.610,animals
2009,Denmark,New Zealand,66.540,7.672,animals
2009,Denmark,Australia,5.856,205.648,animals
2009,Denmark,Canada,53.792,28.481,animals
2009,Denmark,Japan,0.616,765.429,animals
2009,Denmark,Italy,84.250,740.400,animals
2009,Denmark,UK,84.998,1420.638,animals
2009,Denmark,Russia,9.424,388.475,animals
2009,Denmark,Spain,54.105,461.534,animals
2009,Denmark,Hong Kong,0.031,62.049,animals
2009,Denmark,Rest of the World,1179.472,2841.859,animals
2009,China,New Zealand,884.645,11.643,animals
2009,China,Australia,272.952,88.263,animals
2009,China,Canada,251.949,282.833,animals
2009,China,Japan,239.605,1289.393,animals
2009,China,Italy,4.930,90.391,animals
2009,China,UK,41.599,230.566,animals
2009,China,Russia,750.940,184.676,animals
2009,China,Spain,76.619,314.774,animals
2009,China,Hong Kong,685.837,1315.149,animals
2009,China,Rest of the World,1589.683,2523.536,animals
2009,New Zealand,Australia,122.426,447.523,animals
2009,New Zealand,Canada,29.466,199.851,animals
2009,New Zealand,Japan,11.483,545.134,animals
2009,New Zealand,Italy,1.805,79.714,animals
2009,New Zealand,UK,6.773,577.736,animals
2009,New Zealand,Russia,0.009,100.525,animals
2009,New Zealand,Spain,0.196,67.517,animals
2009,New Zealand,Hong Kong,0.451,266.122,animals
2009,New Zealand,Rest of the World,89.804,4192.179,animals
2009,Australia,Canada,126.216,105.200,animals
2009,Australia,Japan,10.862,2295.730,animals
2009,Australia,Italy,28.881,16.864,animals
2009,Australia,UK,16.523,128.900,animals
2009,Australia,Russia,0.643,137.731,animals
2009,Australia,Spain,3.767,4.413,animals
2009,Australia,Hong Kong,2.532,483.399,animals
2009,Australia,Rest of the World,359.547,3726.799,animals
2009,Canada,Japan,13.746,1293.887,animals
2009,Canada,Italy,54.060,16.952,animals
2009,Canada,UK,17.777,70.516,animals
2009,Canada,Russia,33.570,193.870,animals
2009,Canada,Spain,4.403,32.279,animals
2009,Canada,Hong Kong,8.003,254.654,animals
2009,Canada,Rest of the World,608.676,1048.477,animals
2009,Japan,Italy,112.592,1.132,animals
2009,Japan,UK,41.188,3.866,animals
2009,Japan,Russia,678.622,20.644,animals
2009,Japan,Spain,143.840,2.286,animals
2009,Japan,Hong Kong,19.724,284.449,animals
2009,Japan,Rest of the World,6746.762,552.941,animals
2009,Italy,UK,271.733,347.113,animals
2009,Italy,Russia,0.303,53.408,animals
2009,Italy,Spain,1238.595,391.815,animals
2009,Italy,Hong Kong,0.082,31.167,animals
2009,Italy,Rest of the World,4670.569,1369.022,animals
2009,UK,Russia,36.476,83.208,animals
2009,UK,Spain,197.856,350.865,animals
2009,UK,Hong Kong,1.178,103.104,animals
2009,UK,Rest of the World,4364.341,1987.360,animals
2009,Russia,Spain,186.067,8.241,animals
2009,Russia,Hong Kong,0.008,8.779,animals
2009,Russia,Rest of the World,4476.298,1094.541,animals
2009,Spain,Hong Kong,0.425,111.747,animals
2009,Spain,Rest of the World,4448.788,3254.944,animals
2009,Hong Kong,Rest of the World,1598.252,405.834,animals
