year,importer1,importer2,flow2,flow1,category
2010,Malaysia,Russia,3.344,253.002,vegetables
2010,Malaysia,India,473.511,908.059,vegetables
2010,Malaysia,Rest of the World,1587.410,9788.326,vegetables
2010,Spain,France,1749.357,3201.856,vegetables
2010,Spain,China,193.542,61.404,vegetables
2010,Spain,Germany,467.716,3022.803,vegetables
2010,Spain,Japan,3.016,103.106,vegetables
2010,Spain,UK,414.129,1894.055,vegetables
2010,Spain,Italy,368.595,2160.744,vegetables
2010,Spain,Russia,28.387,300.280,vegetables
2010,Spain,India,79.249,14.539,vegetables
2010,Spain,Rest of the World,3408.581,5230.972,vegetables
2010,France,China,227.799,113.131,vegetables
2010,France,Germany,1133.951,1995.737,vegetables
2010,France,Japan,17.751,114.562,vegetables
2010,France,UK,281.736,1123.896,vegetables
2010,France,Italy,1220.780,1543.189,vegetables
2010,France,Russia,69.052,156.316,vegetables
2010,France,India,247.154,20.123,vegetables
2010,France,Rest of the World,4613.934,6529.703,vegetables
2010,China,Germany,68.048,574.097,vegetables
2010,China,Japan,76.112,2228.961,vegetables
2010,China,UK,11.093,271.318,vegetables
2010,China,Italy,54.085,196.986,vegetables
2010,China,Russia,7.337,649.138,vegetables
2010,China,India,460.780,197.382,vegetables
2010,China,Rest of the World,6006.798,6923.020,vegetables
2010,Germany,Japan,16.232,119.459,vegetables
2010,Germany,UK,406.300,798.601,vegetables
2010,Germany,Italy,2313.424,837.010,vegetables
2010,Germany,Russia,30.957,289.760,vegetables
2010,Germany,India,468.058,14.587,vegetables
2010,Germany,Rest of the World,9940.048,8110.500,vegetables
2010,Japan,UK,86.798,8.968,vegetables
2010,Japan,Italy,166.591,8.927,vegetables
2010,Japan,Russia,10.134,2.171,vegetables
2010,Japan,India,206.379,2.696,vegetables
2010,Japan,Rest of the World,5257.930,369.742,vegetables
2010,UK,Italy,667.957,137.127,vegetables
2010,UK,Russia,51.352,24.384,vegetables
2010,UK,India,410.738,6.388,vegetables
2010,UK,Rest of the World,5228.810,1974.778,vegetables
2010,Italy,Russia,141.790,207.089,vegetables
2010,Italy,India,211.072,23.285,vegetables
2010,Italy,Rest of the World,5542.499,4264.859,vegetables
2010,Russia,India,188.282,29.382,vegetables
2010,Russia,Rest of the World,7414.148,4366.566,vegetables
2010,India,Rest of the World,3373.477,5930.125,vegetables
2010,Rest of the World,Rest of the World,72341.120,72341.120,vegetables
2011,USA,Brazil,2320.607,142.168,vegetables
2011,USA,Netherlands,559.290,1126.177,vegetables
2011,USA,Indonesia,999.133,1454.952,vegetables
2011,USA,Argentina,488.596,51.796,vegetables
2011,USA,Malaysia,1877.535,510.666,vegetables
2011,USA,Canada,7627.192,6518.041,vegetables
2011,USA,France,189.892,480.134,vegetables
2011,USA,Spain,497.541,1200.364,vegetables
2011,USA,China,1358.486,12819.011,vegetables
2011,USA,Germany,508.401,1150.963,vegetables
2011,USA,Japan,123.566,8983.153,vegetables
2011,USA,Italy,747.603,588.910,vegetables
2011,USA,UK,103.570,646.162,vegetables
2011,USA,India,2185.355,530.233,vegetables
2011,USA,Russia,19.057,261.557,vegetables
2011,USA,Rest of the World,23355.432,34928.227,vegetables
2011,Brazil,Netherlands,33.283,1332.051,vegetables
2011,Brazil,Indonesia,374.600,87.685,vegetables
2011,Brazil,Argentina,2833.444,162.785,vegetables
2011,Brazil,Malaysia,182.778,335.889,vegetables
2011,Brazil,Canada,35.971,186.027,vegetables
2011,Brazil,France,71.119,476.375,vegetables
2011,Brazil,Spain,151.158,1647.566,vegetables
2011,Brazil,China,238.139,11773.572,vegetables
2011,Brazil,Germany,88.591,2226.959,vegetables
2011,Brazil,Japan,6.490,1209.470,vegetables
2011,Brazil,Italy,56.554,887.080,vegetables
2011,Brazil,UK,13.534,578.777,vegetables
2011,Brazil,India,63.503,190.740,vegetables
2011,Brazil,Russia,0.011,280.356,vegetables
2011,Brazil,Rest of the World,1655.250,8751.812,vegetables
2011,Netherlands,Indonesia,1192.057,22.746,vegetables
2011,Netherlands,Argentina,637.489,5.835,vegetables
2011,Netherlands,Malaysia,1095.496,40.759,vegetables
2011,Netherlands,Canada,435.445,100.607,vegetables
2011,Netherlands,France,2367.319,2209.754,vegetables
2011,Netherlands,Spain,1343.407,645.494,vegetables
2011,Netherlands,China,466.502,121.086,vegetables
2011,Netherlands,Germany,3308.800,8688.210,vegetables
2011,Netherlands,Japan,23.198,164.393,vegetables
2011,Netherlands,Italy,535.486,1282.395,vegetables
2011,Netherlands,UK,797.753,3637.967,vegetables
2011,Netherlands,India,333.262,25.077,vegetables
2011,Netherlands,Russia,41.862,1050.337,vegetables
2011,Netherlands,Rest of the World,8419.611,8951.742,vegetables
2011,Indonesia,Argentina,451.021,12.187,vegetables
2011,Indonesia,Malaysia,297.713,3071.345,vegetables
2011,Indonesia,Canada,350.033,46.431,vegetables
2011,Indonesia,France,16.046,118.867,vegetables
2011,Indonesia,Spain,5.472,498.563,vegetables
2011,Indonesia,China,957.012,3868.114,vegetables
2011,Indonesia,Germany,18.580,1050.098,vegetables
2011,Indonesia,Japan,17.073,353.976,vegetables
2011,Indonesia,Italy,9.440,755.209,vegetables
2011,Indonesia,UK,3.330,203.472,vegetables
2011,Indonesia,India,637.997,5477.216,vegetables
2011,Indonesia,Russia,2.131,606.161,vegetables
2011,Indonesia,Rest of the World,4074.022,7574.279,vegetables
2011,Argentina,Malaysia,35.894,820.182,vegetables
2011,Argentina,Canada,9.950,54.724,vegetables
2011,Argentina,France,11.384,266.472,vegetables
2011,Argentina,Spain,7.020,319.147,vegetables
2011,Argentina,China,16.400,5023.169,vegetables
2011,Argentina,Germany,10.195,206.007,vegetables
2011,Argentina,Japan,0.988,262.983,vegetables
2011,Argentina,Italy,14.428,259.526,vegetables
2011,Argentina,UK,4.277,178.716,vegetables
2011,Argentina,India,15.856,1004.308,vegetables
2011,Argentina,Russia,0.076,315.370,vegetables
2011,Argentina,Rest of the World,303.111,12032.245,vegetables
2011,Malaysia,Canada,119.470,148.411,vegetables
2011,Malaysia,France,21.410,50.946,vegetables
2011,Malaysia,Spain,5.329,183.053,vegetables
2011,Malaysia,China,808.722,4551.664,vegetables
2011,Malaysia,Germany,25.180,286.382,vegetables
2011,Malaysia,Japan,14.794,1203.114,vegetables
2011,Malaysia,Italy,11.272,215.060,vegetables
2011,Malaysia,UK,10.492,140.483,vegetables
2011,Malaysia,India,630.052,1751.746,vegetables
2011,Malaysia,Russia,0.558,246.130,vegetables
2011,Malaysia,Rest of the World,2346.121,12708.290,vegetables
2011,Canada,France,38.723,169.190,vegetables
2011,Canada,Spain,54.461,188.973,vegetables
2011,Canada,China,335.099,2110.994,vegetables
2011,Canada,Germany,68.034,272.229,vegetables
2011,Canada,Japan,18.131,2596.786,vegetables
2011,Canada,Italy,176.271,440.233,vegetables
2011,Canada,UK,91.200,266.703,vegetables
2011,Canada,India,183.209,629.389,vegetables
2011,Canada,Russia,0.987,31.305,vegetables
2011,Canada,Rest of the World,3181.479,8399.366,vegetables
2011,France,Spain,3291.488,2343.764,vegetables
2011,France,China,275.327,106.152,vegetables
2011,France,Germany,1474.268,3049.075,vegetables
2011,France,Japan,18.778,126.141,vegetables
2011,France,Italy,1357.870,1848.294,vegetables
2011,France,UK,293.300,1247.996,vegetables
2011,France,India,358.526,60.088,vegetables
2011,France,Russia,77.169,214.266,vegetables
2011,France,Rest of the World,5154.183,8610.852,vegetables
2011,Spain,China,241.141,115.849,vegetables
2011,Spain,Germany,514.761,3242.784,vegetables
2011,Spain,Japan,2.604,104.979,vegetables
2011,Spain,Italy,378.495,2350.358,vegetables
2011,Spain,UK,288.708,2082.088,vegetables
2011,Spain,India,118.729,22.592,vegetables
2011,Spain,Russia,116.832,459.683,vegetables
2011,Spain,Rest of the World,4448.728,6035.978,vegetables
2011,China,Germany,79.814,714.455,vegetables
2011,China,Japan,72.928,2608.089,vegetables
2011,China,Italy,71.420,251.995,vegetables
2011,China,UK,18.081,318.080,vegetables
2011,China,India,637.778,408.335,vegetables
2011,China,Russia,8.572,826.344,vegetables
2011,China,Rest of the World,7927.191,8062.444,vegetables
2011,Germany,Japan,19.620,119.259,vegetables
2011,Germany,Italy,2588.009,1017.719,vegetables
2011,Germany,UK,583.739,822.574,vegetables
2011,Germany,India,693.592,56.157,vegetables
2011,Germany,Russia,59.738,369.092,vegetables
2011,Germany,Rest of the World,13059.486,9267.509,vegetables
2011,Japan,Italy,179.172,7.485,vegetables
2011,Japan,UK,91.047,11.667,vegetables
2011,Japan,India,269.970,35.654,vegetables
2011,Japan,Russia,6.833,2.230,vegetables
2011,Japan,Rest of the World,6322.181,1253.145,vegetables
2011,Italy,UK,109.256,696.214,vegetables
2011,Italy,India,308.916,38.260,vegetables
2011,Italy,Russia,258.182,269.686,vegetables
2011,Italy,Rest of the World,6955.571,4875.460,vegetables
2011,UK,India,476.053,38.010,vegetables
2011,UK,Russia,38.456,38.079,vegetables
2011,UK,Rest of the World,6070.151,1990.610,vegetables
2011,India,Russia,48.486,250.573,vegetables
2011,India,Rest of the World,4282.357,8187.095,vegetables
2011,Russia,Rest of the World,8552.768,7434.424,vegetables
2011,Rest of the World,Rest of the World,88642.399,88642.399,vegetables
2012,USA,Brazil,1775.285,132.223,vegetables
2012,USA,Indonesia,936.440,1391.159,vegetables
2012,USA,Netherlands,584.157,1016.018,vegetables
2012,USA,Canada,7982.910,6698.489,vegetables
2012,USA,Malaysia,1575.156,369.989,vegetables
2012,USA,Argentina,526.986,63.387,vegetables
2012,USA,India,4739.948,587.758,vegetables
2012,USA,Spain,500.485,1096.433,vegetables
2012,USA,China,1479.565,18058.787,vegetables
2012,USA,Germany,480.797,1396.518,vegetables
2012,USA,Japan,120.816,8098.770,vegetables
2012,USA,UK,151.119,568.840,vegetables
2012,USA,Italy,763.869,448.061,vegetables
2012,USA,France,208.636,358.014,vegetables
2012,USA,Rest of the World,23794.038,28715.999,vegetables
2012,Brazil,Indonesia,328.112,43.868,vegetables
2012,Brazil,Netherlands,43.090,1072.443,vegetables
2012,Brazil,Canada,19.821,155.232,vegetables
2012,Brazil,Malaysia,90.513,331.449,vegetables
2012,Brazil,Argentina,2758.620,164.554,vegetables
2012,Brazil,India,85.165,393.139,vegetables
2012,Brazil,Spain,166.989,1540.316,vegetables
2012,Brazil,China,286.380,12962.323,vegetables
2012,Brazil,Germany,76.195,1686.184,vegetables
2012,Brazil,Japan,7.792,1698.322,vegetables
2012,Brazil,UK,17.973,639.229,vegetables
2012,Brazil,Italy,52.758,745.731,vegetables
2012,Brazil,France,62.010,529.400,vegetables
2012,Brazil,Rest of the World,2087.345,9575.706,vegetables
2012,Indonesia,Netherlands,30.507,1593.579,vegetables
2012,Indonesia,Canada,336.584,43.264,vegetables
2012,Indonesia,Malaysia,230.710,2687.438,vegetables
2012,Indonesia,Argentina,85.469,11.948,vegetables
2012,Indonesia,India,732.145,5342.706,vegetables
2012,Indonesia,Spain,6.539,421.068,vegetables
2012,Indonesia,China,860.863,4502.360,vegetables
2012,Indonesia,Germany,18.931,871.840,vegetables
2012,Indonesia,Japan,15.920,334.469,vegetables
2012,Indonesia,UK,1.699,147.719,vegetables
2012,Indonesia,Italy,10.099,785.388,vegetables
2012,Indonesia,France,9.737,122.202,vegetables
2012,Indonesia,Rest of the World,3654.127,9147.925,vegetables
2012,Netherlands,Canada,399.573,98.806,vegetables
2012,Netherlands,Malaysia,1594.066,41.070,vegetables
2012,Netherlands,Argentina,523.736,3.874,vegetables
2012,Netherlands,India,369.238,43.569,vegetables
2012,Netherlands,Spain,1368.354,618.161,vegetables
2012,Netherlands,China,452.771,178.193,vegetables
2012,Netherlands,Germany,3308.892,8208.054,vegetables
2012,Netherlands,Japan,22.164,176.690,vegetables
2012,Netherlands,UK,677.448,3348.020,vegetables
2012,Netherlands,Italy,474.333,1177.496,vegetables
2012,Netherlands,France,2190.633,2149.483,vegetables
2012,Netherlands,Rest of the World,8552.990,9212.137,vegetables
2012,Canada,Malaysia,129.411,177.359,vegetables
2012,Canada,Argentina,57.562,5.502,vegetables
2012,Canada,India,252.835,541.072,vegetables
2012,Canada,Spain,60.082,123.786,vegetables
2012,Canada,China,354.570,4353.691,vegetables
2012,Canada,Germany,66.222,248.047,vegetables
2012,Canada,Japan,17.799,2787.882,vegetables
2012,Canada,UK,87.800,218.246,vegetables
2012,Canada,Italy,172.973,303.925,vegetables
2012,Canada,France,28.210,166.512,vegetables
2012,Canada,Rest of the World,3216.940,7459.901,vegetables
2012,Malaysia,Argentina,674.469,35.018,vegetables
2012,Malaysia,India,572.245,2568.622,vegetables
2012,Malaysia,Spain,6.166,184.795,vegetables
2012,Malaysia,China,721.288,3818.477,vegetables
2012,Malaysia,Germany,34.482,269.703,vegetables
2012,Malaysia,Japan,23.764,1047.778,vegetables
2012,Malaysia,UK,8.275,136.725,vegetables
2012,Malaysia,Italy,10.451,250.406,vegetables
2012,Malaysia,France,18.157,56.301,vegetables
2012,Malaysia,Rest of the World,2200.101,10498.394,vegetables
2012,Argentina,India,17.955,1086.515,vegetables
2012,Argentina,Spain,10.749,179.937,vegetables
2012,Argentina,China,17.823,3720.102,vegetables
2012,Argentina,Germany,9.385,163.960,vegetables
2012,Argentina,Japan,1.066,333.670,vegetables
2012,Argentina,UK,3.246,157.641,vegetables
2012,Argentina,Italy,13.362,167.613,vegetables
2012,Argentina,France,12.475,90.410,vegetables
2012,Argentina,Rest of the World,305.331,11719.288,vegetables
2012,India,Spain,31.664,127.802,vegetables
2012,India,China,380.349,723.247,vegetables
2012,India,Germany,49.206,644.752,vegetables
2012,India,Japan,23.442,268.316,vegetables
2012,India,UK,24.121,498.754,vegetables
2012,India,Italy,43.365,347.316,vegetables
2012,India,France,70.425,312.828,vegetables
2012,India,Rest of the World,4768.015,11470.930,vegetables
2012,Spain,China,224.175,126.101,vegetables
2012,Spain,Germany,493.273,3258.898,vegetables
2012,Spain,Japan,2.436,118.900,vegetables
2012,Spain,UK,274.342,2017.525,vegetables
2012,Spain,Italy,330.708,2050.284,vegetables
2012,Spain,France,2068.150,3430.350,vegetables
2012,Spain,Rest of the World,5399.110,6888.145,vegetables
2012,China,Germany,99.253,683.845,vegetables
2012,China,Japan,84.955,2717.569,vegetables
2012,China,UK,14.878,288.399,vegetables
2012,China,Italy,73.032,224.607,vegetables
2012,China,France,54.789,249.491,vegetables
2012,China,Rest of the World,10480.567,9116.467,vegetables
2012,Germany,Japan,17.680,124.369,vegetables
2012,Germany,UK,608.881,879.853,vegetables
2012,Germany,Italy,2441.067,963.435,vegetables
2012,Germany,France,2659.364,1363.936,vegetables
2012,Germany,Rest of the World,12387.605,8267.802,vegetables
2012,Japan,UK,97.110,9.261,vegetables
2012,Japan,Italy,201.387,8.885,vegetables
2012,Japan,France,126.126,13.897,vegetables
2012,Japan,Rest of the World,6436.866,398.401,vegetables
2012,UK,Italy,641.544,88.466,vegetables
2012,UK,France,1332.350,226.276,vegetables
2012,UK,Rest of the World,5974.431,1907.012,vegetables
2012,Italy,France,1498.944,1240.650,vegetables
2012,Italy,Rest of the World,6614.160,5180.574,vegetables
2012,France,Rest of the World,5227.466,6921.701,vegetables
2012,Rest of the World,Rest of the World,105410.715,105410.715,vegetables
2014,Brazil,UK,519.172,14.562,vegetables
2014,Brazil,India,405.703,63.403,vegetables
2014,Brazil,France,296.560,68.687,vegetables
2014,Brazil,Indonesia,258.094,397.163,vegetables
2014,Brazil,Canada,175.063,103.383,vegetables
2014,Canada,Rest of the World,8199.263,3804.757,vegetables
2014,Canada,China,3661.667,367.620,vegetables
2014,Canada,Japan,2300.384,23.843,vegetables
2014,Canada,India,874.986,263.739,vegetables
2014,Canada,Italy,698.402,202.496,vegetables
2014,Canada,Spain,259.355,118.650,vegetables
2014,Canada,UK,230.743,50.299,vegetables
2014,Canada,Germany,209.098,53.862,vegetables
2014,Canada,Malaysia,128.015,117.811,vegetables
2014,Canada,France,124.066,32.063,vegetables
2014,France,Rest of the World,7581.484,5986.381,vegetables
2014,France,Germany,2460.769,1336.686,vegetables
2014,France,Italy,1778.374,1255.471,vegetables
2014,France,UK,1243.968,260.135,vegetables
2014,France,Japan,131.698,12.684,vegetables
2014,Germany,Rest of the World,9425.153,13050.553,vegetables
2014,Germany,UK,1134.195,412.407,vegetables
2014,Germany,Italy,920.157,2651.059,vegetables
2014,Germany,Japan,122.668,27.123,vegetables
2014,India,Rest of the World,14012.656,7769.188,vegetables
2014,India,Germany,649.532,19.476,vegetables
2014,India,China,593.484,246.172,vegetables
2014,India,UK,515.277,7.835,vegetables
2014,India,Malaysia,465.035,2577.698,vegetables
2014,India,Italy,321.476,43.967,vegetables
2014,India,France,299.499,17.923,vegetables
2014,India,Japan,287.859,2.664,vegetables
2014,Indonesia,Rest of the World,11474.719,2887.017,vegetables
2014,Indonesia,India,4202.328,645.901,vegetables
2014,Indonesia,China,3832.463,868.671,vegetables
2014,Indonesia,Malaysia,1468.953,172.866,vegetables
2014,Indonesia,Netherlands,1453.167,24.990,vegetables
2014,Indonesia,Italy,1197.354,11.773,vegetables
2014,Indonesia,Spain,926.607,8.995,vegetables
2014,Indonesia,Germany,800.777,22.843,vegetables
2014,Indonesia,Japan,383.161,18.402,vegetables
2014,Indonesia,UK,142.416,2.637,vegetables
2014,Indonesia,France,131.430,12.545,vegetables
2014,Indonesia,Canada,58.473,440.651,vegetables
2014,Italy,Rest of the World,5347.277,6919.948,vegetables
2014,Japan,Rest of the World,404.439,5809.829,vegetables
2014,Japan,UK,6.836,130.373,vegetables
2014,Japan,Italy,5.134,230.848,vegetables
2014,Malaysia,Rest of the World,8656.804,2849.153,vegetables
2014,Malaysia,Japan,845.805,16.481,vegetables
2014,Malaysia,Germany,255.539,56.163,vegetables
2014,Malaysia,Italy,213.344,13.995,vegetables
2014,Malaysia,UK,116.226,10.003,vegetables
2014,Malaysia,France,53.376,26.296,vegetables
2014,Netherlands,Rest of the World,10023.638,10135.077,vegetables
2014,Netherlands,Germany,8009.237,3306.504,vegetables
2014,Netherlands,UK,3762.765,614.718,vegetables
2014,Netherlands,France,2187.848,2057.661,vegetables
2014,Netherlands,Italy,1229.433,453.391,vegetables
2014,Netherlands,Spain,640.172,1525.978,vegetables
2014,Netherlands,China,214.645,466.366,vegetables
2014,Netherlands,Japan,145.037,24.820,vegetables
2014,Netherlands,Canada,102.791,303.725,vegetables
2014,Netherlands,Malaysia,44.250,1387.680,vegetables
2014,Netherlands,India,27.978,368.610,vegetables
2014,Rest of the World,Rest of the World,120000.000,120000.000,vegetables
2014,Spain,Rest of the World,7690.862,5116.942,vegetables
2014,Spain,Germany,3860.538,487.327,vegetables
2014,Spain,France,3611.269,2152.521,vegetables
2014,Spain,Italy,2912.435,412.296,vegetables
2014,Spain,UK,2411.561,268.599,vegetables
2014,Spain,Japan,162.211,2.747,vegetables
2014,Spain,China,134.968,272.900,vegetables
2014,Spain,India,37.549,133.007,vegetables
2014,Spain,Malaysia,12.035,205.119,vegetables
2014,UK,Rest of the World,1996.639,6863.797,vegetables
2014,UK,Italy,106.059,736.330,vegetables
2014,USA,Rest of the World,31321.949,26977.994,vegetables
2014,USA,China,17734.169,1529.726,vegetables
2014,USA,Japan,7187.582,121.800,vegetables
2014,USA,Canada,7040.067,8295.370,vegetables
2014,USA,Germany,1755.836,524.635,vegetables
2014,USA,Netherlands,1585.691,566.795,vegetables
2014,USA,Indonesia,1528.092,1311.318,vegetables
2014,USA,Spain,1507.560,704.102,vegetables
2014,USA,Brazil,853.296,2139.961,vegetables
2014,USA,India,783.705,2556.910,vegetables
2014,USA,Italy,777.723,820.764,vegetables
2014,USA,UK,727.696,132.748,vegetables
2014,USA,France,509.034,223.884,vegetables
2014,USA,Malaysia,370.415,1129.829,vegetables
2013,USA,Brazil,1793.825,1261.414,vegetables
2013,USA,Indonesia,559.395,1340.322,vegetables
2013,USA,Netherlands,8554.487,6888.550,vegetables
2013,USA,Canada,1137.126,1377.070,vegetables
2013,USA,Malaysia,488.942,1326.401,vegetables
2013,USA,Argentina,3007.789,719.894,vegetables
2013,USA,India,759.512,58.307,vegetables
2013,USA,Spain,223.854,453.517,vegetables
2013,USA,China,1295.415,414.571,vegetables
2013,USA,Germany,1588.752,16973.692,vegetables
2013,USA,Japan,531.911,1822.571,vegetables
2013,USA,UK,126.137,6493.712,vegetables
2013,USA,Italy,118.100,632.820,vegetables
2013,USA,France,15.097,496.891,vegetables
2013,USA,Rest of the World,26433.431,28443.018,vegetables
2013,Brazil,Indonesia,51.967,1573.736,vegetables
2013,Brazil,Netherlands,145.445,128.290,vegetables
2013,Brazil,Canada,302.202,298.239,vegetables
2013,Brazil,Malaysia,184.441,1560.598,vegetables
2013,Brazil,Argentina,75.647,245.141,vegetables
2013,Brazil,India,1878.880,131.193,vegetables
2013,Brazil,Spain,84.672,246.995,vegetables
2013,Brazil,China,85.856,311.627,vegetables
2013,Brazil,Germany,416.849,17799.016,vegetables
2013,Brazil,Japan,90.650,1333.983,vegetables
2013,Brazil,UK,6.183,1846.765,vegetables
2013,Brazil,Italy,16.073,541.747,vegetables
2013,Brazil,France,0.424,82.883,vegetables
2013,Brazil,Rest of the World,2075.028,10230.486,vegetables
2013,Indonesia,Netherlands,285.472,97.950,vegetables
2013,Indonesia,Canada,1603.361,19.877,vegetables
2013,Indonesia,Malaysia,1576.603,666.292,vegetables
2013,Indonesia,Argentina,344.600,21.276,vegetables
2013,Indonesia,India,427.488,10.663,vegetables
2013,Indonesia,Spain,2370.908,2328.092,vegetables
2013,Indonesia,China,1275.314,52.345,vegetables
2013,Indonesia,Germany,507.938,350.872,vegetables
2013,Indonesia,Japan,3511.839,8237.271,vegetables
2013,Indonesia,UK,20.893,160.975,vegetables
2013,Indonesia,Italy,677.594,3755.534,vegetables
2013,Indonesia,France,101.605,863.833,vegetables
2013,Indonesia,Rest of the World,9743.643,10305.344,vegetables
2013,Netherlands,Canada,39.050,473.203,vegetables
2013,Netherlands,Malaysia,56.781,156.602,vegetables
2013,Netherlands,Argentina,222.644,709.381,vegetables
2013,Netherlands,India,45.611,5.415,vegetables
2013,Netherlands,Spain,34.875,112.340,vegetables
2013,Netherlands,China,117.625,106.259,vegetables
2013,Netherlands,Germany,359.452,4325.906,vegetables
2013,Netherlands,Japan,66.493,298.949,vegetables
2013,Netherlands,UK,19.879,2737.613,vegetables
2013,Netherlands,Italy,80.641,254.045,vegetables
2013,Netherlands,France,3.503,8.973,vegetables
2013,Netherlands,Rest of the World,3686.935,7296.981,vegetables
2013,Canada,Malaysia,7.084,582.117,vegetables
2013,Canada,Argentina,861.751,5097.487,vegetables
2013,Canada,India,165.341,7.595,vegetables
2013,Canada,Spain,10.044,139.191,vegetables
2013,Canada,China,233.288,1284.276,vegetables
2013,Canada,Germany,857.824,3330.797,vegetables
2013,Canada,Japan,24.635,829.033,vegetables
2013,Canada,UK,19.933,344.575,vegetables
2013,Canada,Italy,1.784,164.522,vegetables
2013,Canada,France,76.710,654.755,vegetables
2013,Canada,Rest of the World,2477.871,9581.370,vegetables
2013,Malaysia,Argentina,148.169,33.243,vegetables
2013,Malaysia,India,166.774,14.182,vegetables
2013,Malaysia,Spain,2071.976,3801.083,vegetables
2013,Malaysia,China,141.366,10.541,vegetables
2013,Malaysia,Germany,234.132,124.979,vegetables
2013,Malaysia,Japan,481.012,4083.530,vegetables
2013,Malaysia,UK,2.637,150.497,vegetables
2013,Malaysia,Italy,143.469,2354.706,vegetables
2013,Malaysia,France,151.927,507.600,vegetables
2013,Malaysia,Rest of the World,5378.954,9289.848,vegetables
2013,Argentina,India,955.686,20.372,vegetables
2013,Argentina,Spain,21.009,318.939,vegetables
2013,Argentina,China,1915.050,625.300,vegetables
2013,Argentina,Germany,253.197,618.408,vegetables
2013,Argentina,Japan,16.465,621.105,vegetables
2013,Argentina,UK,3.118,293.299,vegetables
2013,Argentina,Italy,8.954,472.639,vegetables
2013,Argentina,France,52.732,273.122,vegetables
2013,Argentina,Rest of the World,4788.394,14376.459,vegetables
2013,India,Spain,13.513,100.908,vegetables
2013,India,China,29.508,428.028,vegetables
2013,India,Germany,18.125,3922.151,vegetables
2013,India,Japan,12.302,134.429,vegetables
2013,India,UK,1.188,763.260,vegetables
2013,India,Italy,4.149,123.688,vegetables
2013,India,France,0.229,269.159,vegetables
2013,India,Rest of the World,485.632,10414.784,vegetables
2013,Spain,China,54.600,24.867,vegetables
2013,Spain,Germany,273.705,151.138,vegetables
2013,Spain,Japan,1354.276,2664.124,vegetables
2013,Spain,UK,13.258,151.825,vegetables
2013,Spain,Italy,252.845,1557.366,vegetables
2013,Spain,France,94.310,183.631,vegetables
2013,Spain,Rest of the World,7199.988,10154.850,vegetables
2013,China,Germany,832.120,3154.543,vegetables
2013,China,Japan,49.554,280.506,vegetables
2013,China,UK,12.913,825.440,vegetables
2013,China,Italy,9.798,109.160,vegetables
2013,China,France,15.002,123.523,vegetables
2013,China,Rest of the World,2226.980,9222.528,vegetables
2013,Germany,Japan,238.625,729.538,vegetables
2013,Germany,UK,93.203,2606.851,vegetables
2013,Germany,Italy,80.361,299.993,vegetables
2013,Germany,France,48.749,807.998,vegetables
2013,Germany,Rest of the World,12181.822,8716.848,vegetables
2013,Japan,UK,25.132,120.612,vegetables
2013,Japan,Italy,511.911,1155.210,vegetables
2013,Japan,France,73.638,326.736,vegetables
2013,Japan,Rest of the World,15643.762,10048.052,vegetables
2013,UK,Italy,95.589,7.756,vegetables
2013,UK,France,14.333,2.733,vegetables
2013,UK,Rest of the World,6588.098,385.519,vegetables
2013,Italy,France,62.377,34.121,vegetables
2013,Italy,Rest of the World,7185.585,1981.272,vegetables
2013,France,Rest of the World,9674.185,7818.847,vegetables
2013,Rest of the World,Rest of the World,101184.999,101184.999,vegetables
2005,Germany,USA,209.191,102.677,animals
2005,Germany,Netherlands,3325.725,2475.523,animals
2005,Germany,France,1390.876,1184.987,animals
2005,Germany,Denmark,1639.610,553.897,animals
2005,Germany,Canada,50.325,14.134,animals
2005,Germany,Australia,34.348,4.630,animals
2005,Germany,Brazil,277.731,5.099,animals
2005,Germany,New Zealand,357.624,1.036,animals
2005,Germany,China,425.169,43.261,animals
2005,Germany,Japan,5.097,66.960,animals
2005,Germany,Italy,632.742,2857.408,animals
2005,Germany,UK,282.093,764.489,animals
2005,Germany,Spain,392.901,591.251,animals
2005,Germany,Russia,72.408,490.606,animals
2005,Germany,Rest of the World,3786.821,3634.248,animals
2005,USA,Netherlands,187.692,81.872,animals
2005,USA,France,188.640,263.845,animals
2005,USA,Denmark,269.802,31.481,animals
2005,USA,Canada,5508.640,1458.329,animals
2005,USA,Australia,1512.155,87.410,animals
2005,USA,Brazil,180.700,41.532,animals
2005,USA,New Zealand,1324.395,23.177,animals
2005,USA,China,1399.066,633.548,animals
2005,USA,Japan,153.872,3097.349,animals
2005,USA,Italy,276.811,79.403,animals
2005,USA,UK,131.960,148.128,animals
2005,USA,Spain,68.950,101.846,animals
2005,USA,Russia,173.783,674.383,animals
2005,USA,Rest of the World,7558.234,5722.721,animals
2005,Netherlands,France,436.088,1191.748,animals
2005,Netherlands,Denmark,290.740,264.579,animals
2005,Netherlands,Canada,19.807,20.569,animals
2005,Netherlands,Australia,44.786,9.187,animals
2005,Netherlands,Brazil,443.880,9.610,animals
2005,Netherlands,New Zealand,127.675,2.883,animals
2005,Netherlands,China,100.303,120.436,animals
2005,Netherlands,Japan,4.660,116.658,animals
2005,Netherlands,Italy,109.644,1469.839,animals
2005,Netherlands,UK,313.454,1564.547,animals
2005,Netherlands,Spain,118.658,657.043,animals
2005,Netherlands,Russia,11.650,126.732,animals
2005,Netherlands,Rest of the World,1460.600,3361.488,animals
2005,France,Denmark,393.873,147.215,animals
2005,France,Canada,87.024,53.451,animals
