originregion_name,originregion_id,destinationregion_name,destinationregion_id,origin_name,origin_iso,destination_name,destination_iso,countryflow_2014,regionflow_2014
Northern Africa & Western Asia,7,Eastern & Middle Africa,8,Morocco,MAR,Democratic Republic of the Congo,COD,575570,133324365.8
Northern Africa & Western Asia,7,Eastern & Middle Africa,8,Morocco,MAR,Congo,COG,2982401.11,133324365.8
Northern Africa & Western Asia,7,Latin America & Caribbean,12,Morocco,MAR,Colombia,COL,70147.01,30596867.01
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Cape Verde,CPV,134982,142129067.5
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Cyprus,CYP,524568.93,5021976106
Northern Africa & Western Asia,7,Eastern Europe & Central Asia,5,Morocco,MAR,Czech Republic,CZE,173734,267360277.9
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Germany,DEU,2587202.24,1727883218
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Denmark,DNK,1964148,1727883218
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Algeria,DZA,2739627.59,5021976106
Northern Africa & Western Asia,7,Latin America & Caribbean,12,Morocco,MAR,Ecuador,ECU,80832.8,30596867.01
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Egypt,EGY,1651390.41,5021976106
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Spain,ESP,529831546,1727883218
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Estonia,EST,805812.1,1727883218
Northern Africa & Western Asia,7,Eastern & Middle Africa,8,Morocco,MAR,Ethiopia,ETH,1644,133324365.8
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Finland,FIN,25937,1727883218
Northern Africa & Western Asia,7,Oceania,4,Morocco,MAR,Fiji,FJI,407166,13678557.96
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,France,FRA,51629324.06,1727883218
Northern Africa & Western Asia,7,Eastern & Middle Africa,8,Morocco,MAR,Gabon,GAB,1743020,133324365.8
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,United Kingdom,GBR,2514734.35,1727883218
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Ghana,GHA,13949070,142129067.5
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Guinea,GIN,234312.6,142129067.5
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,"Gambia, The",GMB,10439.33,142129067.5
Northern Africa & Western Asia,7,Eastern & Middle Africa,8,Morocco,MAR,Equatorial Guinea,GNQ,925113,133324365.8
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Greece,GRC,12309082.18,1727883218
Northern Africa & Western Asia,7,North America,11,Morocco,MAR,Greenland,GRL,,85565138.64
Northern Africa & Western Asia,7,Latin America & Caribbean,12,Morocco,MAR,Guatemala,GTM,,30596867.01
Northern Africa & Western Asia,7,East Asia,1,Morocco,MAR,Hong Kong,HKG,2563256.46,459232511.8
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Croatia,HRV,16584.97,1727883218
Northern Africa & Western Asia,7,Latin America & Caribbean,12,Morocco,MAR,Haiti,HTI,897741,30596867.01
Northern Africa & Western Asia,7,Eastern Europe & Central Asia,5,Morocco,MAR,Hungary,HUN,,267360277.9
Northern Africa & Western Asia,7,Southeast Asia,2,Morocco,MAR,Indonesia,IDN,124879.49,140284179.1
Northern Africa & Western Asia,7,South Asia,3,Morocco,MAR,India,IND,570620.28,100863325.5
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Ireland,IRL,9017.29,1727883218
Northern Africa & Western Asia,7,South Asia,3,Morocco,MAR,Iran,IRN,,100863325.5
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Iraq,IRQ,5147426,5021976106
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Iceland,ISL,,1727883218
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Italy,ITA,126166693.8,1727883218
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Jordan,JOR,5874354.98,5021976106
Northern Africa & Western Asia,7,East Asia,1,Morocco,MAR,Japan,JPN,142619403.3,459232511.8
Northern Africa & Western Asia,7,Eastern Europe & Central Asia,5,Morocco,MAR,Kazakhstan,KAZ,1030936.23,267360277.9
Northern Africa & Western Asia,7,East Asia,1,Morocco,MAR,South Korea,KOR,5383494.13,459232511.8
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Kuwait,KWT,1220804.3,5021976106
Northern Africa & Western Asia,7,Southeast Asia,2,Morocco,MAR,Laos,LAO,264331,140284179.1
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Lebanon,LBN,38273918.53,5021976106
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Liberia,LBR,1332771,142129067.5
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Libya,LBY,1241849,5021976106
Northern Africa & Western Asia,7,Latin America & Caribbean,12,Morocco,MAR,Saint Lucia,LCA,6706,30596867.01
Northern Africa & Western Asia,7,South Asia,3,Morocco,MAR,Sri Lanka,LKA,,100863325.5
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Lithuania,LTU,1138160.33,1727883218
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Latvia,LVA,4144428.49,1727883218
Northern Africa & Western Asia,7,East Asia,1,Morocco,MAR,Macao,MAC,15364.01,459232511.8
Northern Africa & Western Asia,7,Eastern Europe & Central Asia,5,Morocco,MAR,Moldova,MDA,13409,267360277.9
Northern Africa & Western Asia,7,South Asia,3,Morocco,MAR,Maldives,MDV,,100863325.5
Northern Africa & Western Asia,7,Latin America & Caribbean,12,Morocco,MAR,Mexico,MEX,9251.7,30596867.01
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Macedonia,MKD,71829,1727883218
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Mali,MLI,4096867,142129067.5
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Malta,MLT,3672584.27,1727883218
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Montenegro,MNE,34427,1727883218
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Mauritania,MRT,7201408.75,142129067.5
Northern Africa & Western Asia,7,Eastern & Middle Africa,8,Morocco,MAR,Mauritius,MUS,376315.31,133324365.8
Northern Africa & Western Asia,7,Southeast Asia,2,Morocco,MAR,Malaysia,MYS,198169.13,140284179.1
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Niger,NER,510092.88,142129067.5
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Nigeria,NGA,829268.95,142129067.5
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Netherlands,NLD,96062288,1727883218
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Norway,NOR,33707,1727883218
Northern Africa & Western Asia,7,Oceania,4,Morocco,MAR,New Zealand,NZL,,13678557.96
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Oman,OMN,496922.74,5021976106
Northern Africa & Western Asia,7,South Asia,3,Morocco,MAR,Pakistan,PAK,,100863325.5
Northern Africa & Western Asia,7,Latin America & Caribbean,12,Morocco,MAR,Peru,PER,672870.67,30596867.01
Northern Africa & Western Asia,7,Southeast Asia,2,Morocco,MAR,Philippines,PHL,2257415.47,140284179.1
Northern Africa & Western Asia,7,Eastern Europe & Central Asia,5,Morocco,MAR,Poland,POL,97936.91,267360277.9
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Portugal,PRT,28116509.61,1727883218
Northern Africa & Western Asia,7,Latin America & Caribbean,12,Morocco,MAR,Paraguay,PRY,,30596867.01
Northern Africa & Western Asia,7,Oceania,4,Morocco,MAR,French Polynesia,PYF,118969,13678557.96
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Qatar,QAT,4177624.64,5021976106
Northern Africa & Western Asia,7,Eastern Europe & Central Asia,5,Morocco,MAR,Romania,ROU,31889.19,267360277.9
Northern Africa & Western Asia,7,Eastern Europe & Central Asia,5,Morocco,MAR,Russia,RUS,22482994.5,267360277.9
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Saudi Arabia,SAU,7410769,5021976106
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Senegal,SEN,5745760.84,142129067.5
Northern Africa & Western Asia,7,Southeast Asia,2,Morocco,MAR,Singapore,SGP,,140284179.1
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Sierra Leone,SLE,3612119,142129067.5
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Serbia,SRB,131938.9,1727883218
Northern Africa & Western Asia,7,Eastern Europe & Central Asia,5,Morocco,MAR,Slovak Republic,SVK,42309,267360277.9
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Slovenia,SVN,203396.77,1727883218
Northern Africa & Western Asia,7,Western & Southern Europe,6,Morocco,MAR,Sweden,SWE,,1727883218
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Syria,SYR,20955883,5021976106
Northern Africa & Western Asia,7,Western Africa,10,Morocco,MAR,Togo,TGO,645642,142129067.5
Northern Africa & Western Asia,7,Southeast Asia,2,Morocco,MAR,Thailand,THA,12023106.68,140284179.1
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Tunisia,TUN,4747916,5021976106
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Turkey,TUR,8683341.95,5021976106
Northern Africa & Western Asia,7,Eastern Europe & Central Asia,5,Morocco,MAR,Ukraine,UKR,8479487.85,267360277.9
Northern Africa & Western Asia,7,Latin America & Caribbean,12,Morocco,MAR,Uruguay,URY,,30596867.01
Northern Africa & Western Asia,7,North America,11,Morocco,MAR,United States of America,USA,1637419.87,85565138.64
Northern Africa & Western Asia,7,Southeast Asia,2,Morocco,MAR,Vietnam,VNM,1618968.41,140284179.1
Northern Africa & Western Asia,7,Northern Africa & Western Asia,7,Morocco,MAR,Yemen,YEM,9759142.88,5021976106
Northern Africa & Western Asia,7,Southern Africa,9,Morocco,MAR,South Africa,ZAF,10279013.61,11269848.54
Northern Africa & Western Asia,7,Eastern & Middle Africa,8,Morocco,MAR,Zambia,ZMB,4970,133324365.8
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Argentina,ARG,,8630624897
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Brazil,BRA,23579,8630624897
Latin America & Caribbean,12,North America,11,Aruba,ABW,Canada,CAN,,7457590153
Latin America & Caribbean,12,Western & Southern Europe,6,Aruba,ABW,Switzerland,CHE,,6134419258
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Chile,CHL,,8630624897
Latin America & Caribbean,12,East Asia,1,Aruba,ABW,China,CHN,1117,8910757204
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Colombia,COL,476343,8630624897
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Curacao,CUW,19482,8630624897
Latin America & Caribbean,12,Western & Southern Europe,6,Aruba,ABW,Germany,DEU,,6134419258
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Dominican Republic,DOM,,8630624897
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Ecuador,ECU,,8630624897
Latin America & Caribbean,12,Western & Southern Europe,6,Aruba,ABW,Spain,ESP,,6134419258
Latin America & Caribbean,12,Western & Southern Europe,6,Aruba,ABW,France,FRA,,6134419258
Latin America & Caribbean,12,Western & Southern Europe,6,Aruba,ABW,United Kingdom,GBR,,6134419258
Latin America & Caribbean,12,East Asia,1,Aruba,ABW,Hong Kong,HKG,47807.09,8910757204
Latin America & Caribbean,12,Western & Southern Europe,6,Aruba,ABW,Italy,ITA,,6134419258
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Mexico,MEX,,8630624897
Latin America & Caribbean,12,Western & Southern Europe,6,Aruba,ABW,Netherlands,NLD,10002,6134419258
Latin America & Caribbean,12,Oceania,4,Aruba,ABW,New Zealand,NZL,,63333852.01
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Panama,PAN,,8630624897
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Peru,PER,,8630624897
Latin America & Caribbean,12,Eastern Europe & Central Asia,5,Aruba,ABW,Poland,POL,,4667259367
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Paraguay,PRY,,8630624897
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,El Salvador,SLV,,8630624897
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Suriname,SUR,,8630624897
Latin America & Caribbean,12,Southeast Asia,2,Aruba,ABW,Thailand,THA,,1710987165
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Trinidad and Tobago,TTO,,8630624897
Latin America & Caribbean,12,North America,11,Aruba,ABW,United States of America,USA,8756,7457590153
Latin America & Caribbean,12,Latin America & Caribbean,12,Aruba,ABW,Venezuela,VEN,75811,8630624897
South Asia,3,Latin America & Caribbean,12,Afghanistan,AFG,Argentina,ARG,,38195851.03
South Asia,3,Oceania,4,Afghanistan,AFG,Australia,AUS,,28942481.43
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Austria,AUT,,1770597927
South Asia,3,Northern Africa & Western Asia,7,Afghanistan,AFG,Azerbaijan,AZE,,2521526174
South Asia,3,Northern Africa & Western Asia,7,Afghanistan,AFG,Bahrain,BHR,,2521526174
South Asia,3,Latin America & Caribbean,12,Afghanistan,AFG,Brazil,BRA,,38195851.03
South Asia,3,North America,11,Afghanistan,AFG,Canada,CAN,,1652142167
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Switzerland,CHE,1682,1770597927
South Asia,3,East Asia,1,Afghanistan,AFG,China,CHN,,1120649474
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Germany,DEU,380036,1770597927
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Denmark,DNK,,1770597927
South Asia,3,Latin America & Caribbean,12,Afghanistan,AFG,Dominican Republic,DOM,,38195851.03
South Asia,3,Northern Africa & Western Asia,7,Afghanistan,AFG,Egypt,EGY,,2521526174
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Spain,ESP,229274,1770597927
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Estonia,EST,,1770597927
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,France,FRA,,1770597927
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,United Kingdom,GBR,,1770597927
South Asia,3,South Asia,3,Afghanistan,AFG,India,IND,,479403687.2
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Italy,ITA,,1770597927
South Asia,3,Eastern Europe & Central Asia,5,Afghanistan,AFG,Kazakhstan,KAZ,,227289706
South Asia,3,East Asia,1,Afghanistan,AFG,South Korea,KOR,,1120649474
South Asia,3,Northern Africa & Western Asia,7,Afghanistan,AFG,Kuwait,KWT,,2521526174
South Asia,3,Northern Africa & Western Asia,7,Afghanistan,AFG,Lebanon,LBN,10210,2521526174
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Lithuania,LTU,,1770597927
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Latvia,LVA,,1770597927
South Asia,3,Eastern & Middle Africa,8,Afghanistan,AFG,Mozambique,MOZ,13487.01,214886240.1
South Asia,3,Eastern & Middle Africa,8,Afghanistan,AFG,Mauritius,MUS,13246,214886240.1
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Netherlands,NLD,,1770597927
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Norway,NOR,,1770597927
South Asia,3,South Asia,3,Afghanistan,AFG,Pakistan,PAK,400818.7,479403687.2
South Asia,3,Eastern Europe & Central Asia,5,Afghanistan,AFG,Poland,POL,,227289706
South Asia,3,Western Africa,10,Afghanistan,AFG,Senegal,SEN,,42557946.17
South Asia,3,Western & Southern Europe,6,Afghanistan,AFG,Sweden,SWE,,1770597927
South Asia,3,Southeast Asia,2,Afghanistan,AFG,Thailand,THA,,1927268375
South Asia,3,Northern Africa & Western Asia,7,Afghanistan,AFG,Turkey,TUR,2667600,2521526174
South Asia,3,Eastern Europe & Central Asia,5,Afghanistan,AFG,Ukraine,UKR,,227289706
South Asia,3,Latin America & Caribbean,12,Afghanistan,AFG,Uruguay,URY,,38195851.03
South Asia,3,North America,11,Afghanistan,AFG,United States of America,USA,31278.4,1652142167
Eastern & Middle Africa,8,Northern Africa & Western Asia,7,Angola,AGO,Morocco,MAR,,526888265.8
Eastern & Middle Africa,8,Latin America & Caribbean,12,Angola,AGO,Argentina,ARG,,11054094.01
Eastern & Middle Africa,8,Oceania,4,Angola,AGO,Australia,AUS,,5641702.24
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Austria,AUT,,469521899.7
Eastern & Middle Africa,8,Western Africa,10,Angola,AGO,Benin,BEN,6303518,12824899.83
Eastern & Middle Africa,8,Latin America & Caribbean,12,Angola,AGO,Bolivia,BOL,,11054094.01
Eastern & Middle Africa,8,Latin America & Caribbean,12,Angola,AGO,Brazil,BRA,,11054094.01
Eastern & Middle Africa,8,North America,11,Angola,AGO,Canada,CAN,,24898826.13
Eastern & Middle Africa,8,Latin America & Caribbean,12,Angola,AGO,Chile,CHL,,11054094.01
Eastern & Middle Africa,8,East Asia,1,Angola,AGO,China,CHN,,253495652.5
Eastern & Middle Africa,8,Western Africa,10,Angola,AGO,Cote dIvoire (IvoryCoast),CIV,2937430.16,12824899.83
Eastern & Middle Africa,8,Eastern & Middle Africa,8,Angola,AGO,Cameroon,CMR,2944280.8,405451052.8
Eastern & Middle Africa,8,Latin America & Caribbean,12,Angola,AGO,Colombia,COL,,11054094.01
Eastern & Middle Africa,8,Eastern Europe & Central Asia,5,Angola,AGO,Czech Republic,CZE,,6622712.03
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Germany,DEU,,469521899.7
Eastern & Middle Africa,8,Northern Africa & Western Asia,7,Angola,AGO,Algeria,DZA,39955,526888265.8
Eastern & Middle Africa,8,Northern Africa & Western Asia,7,Angola,AGO,Egypt,EGY,,526888265.8
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Spain,ESP,15254979.64,469521899.7
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,France,FRA,,469521899.7
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,United Kingdom,GBR,,469521899.7
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Greece,GRC,,469521899.7
Eastern & Middle Africa,8,East Asia,1,Angola,AGO,Hong Kong,HKG,485053.97,253495652.5
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Croatia,HRV,,469521899.7
Eastern & Middle Africa,8,Southeast Asia,2,Angola,AGO,Indonesia,IDN,,45658727.33
Eastern & Middle Africa,8,South Asia,3,Angola,AGO,India,IND,,14007734.59
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Ireland,IRL,,469521899.7
Eastern & Middle Africa,8,Northern Africa & Western Asia,7,Angola,AGO,Israel,ISR,,526888265.8
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Italy,ITA,,469521899.7
Eastern & Middle Africa,8,Northern Africa & Western Asia,7,Angola,AGO,Jordan,JOR,,526888265.8
Eastern & Middle Africa,8,East Asia,1,Angola,AGO,South Korea,KOR,912712.29,253495652.5
Eastern & Middle Africa,8,Northern Africa & Western Asia,7,Angola,AGO,Lebanon,LBN,,526888265.8
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Latvia,LVA,,469521899.7
Eastern & Middle Africa,8,Latin America & Caribbean,12,Angola,AGO,Mexico,MEX,,11054094.01
Eastern & Middle Africa,8,Eastern & Middle Africa,8,Angola,AGO,Mozambique,MOZ,,405451052.8
Eastern & Middle Africa,8,Western Africa,10,Angola,AGO,Mauritania,MRT,,12824899.83
Eastern & Middle Africa,8,Eastern & Middle Africa,8,Angola,AGO,Mauritius,MUS,,405451052.8
Eastern & Middle Africa,8,Southeast Asia,2,Angola,AGO,Malaysia,MYS,3058,45658727.33
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Netherlands,NLD,,469521899.7
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Norway,NOR,,469521899.7
Eastern & Middle Africa,8,Oceania,4,Angola,AGO,New Zealand,NZL,,5641702.24
Eastern & Middle Africa,8,Northern Africa & Western Asia,7,Angola,AGO,Oman,OMN,,526888265.8
Eastern & Middle Africa,8,Latin America & Caribbean,12,Angola,AGO,Peru,PER,,11054094.01
Eastern & Middle Africa,8,Eastern Europe & Central Asia,5,Angola,AGO,Poland,POL,,6622712.03
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Portugal,PRT,158017.28,469521899.7
Eastern & Middle Africa,8,Latin America & Caribbean,12,Angola,AGO,Paraguay,PRY,,11054094.01
Eastern & Middle Africa,8,Western Africa,10,Angola,AGO,Senegal,SEN,,12824899.83
Eastern & Middle Africa,8,Southeast Asia,2,Angola,AGO,Singapore,SGP,,45658727.33
Eastern & Middle Africa,8,Western & Southern Europe,6,Angola,AGO,Sweden,SWE,,469521899.7
Eastern & Middle Africa,8,Southeast Asia,2,Angola,AGO,Thailand,THA,,45658727.33
Eastern & Middle Africa,8,Northern Africa & Western Asia,7,Angola,AGO,Turkey,TUR,,526888265.8
Eastern & Middle Africa,8,Eastern Europe & Central Asia,5,Angola,AGO,Ukraine,UKR,,6622712.03
Eastern & Middle Africa,8,Latin America & Caribbean,12,Angola,AGO,Uruguay,URY,,11054094.01
Eastern & Middle Africa,8,North America,11,Angola,AGO,United States of America,USA,,24898826.13
Eastern & Middle Africa,8,Southeast Asia,2,Angola,AGO,Vietnam,VNM,,45658727.33
Eastern & Middle Africa,8,Southern Africa,9,Angola,AGO,South Africa,ZAF,1514733.8,12990712.41
Eastern & Middle Africa,8,Eastern & Middle Africa,8,Angola,AGO,Zambia,ZMB,,405451052.8
Latin America & Caribbean,12,Latin America & Caribbean,12,Anguilla,AIA,Brazil,BRA,,8630624897
Latin America & Caribbean,12,Latin America & Caribbean,12,Anguilla,AIA,Barbados,BRB,,8630624897
Latin America & Caribbean,12,North America,11,Anguilla,AIA,Canada,CAN,,7457590153
Latin America & Caribbean,12,Northern Africa & Western Asia,7,Anguilla,AIA,Israel,ISR,1000,5279891388
Latin America & Caribbean,12,Northern Africa & Western Asia,7,Anguilla,AIA,Lebanon,LBN,,5279891388
Latin America & Caribbean,12,Western & Southern Europe,6,Anguilla,AIA,Netherlands,NLD,,6134419258
Latin America & Caribbean,12,North America,11,Anguilla,AIA,United States of America,USA,,7457590153
Western & Southern Europe,6,Latin America & Caribbean,12,Albania,ALB,Argentina,ARG,,1313618945
Western & Southern Europe,6,Oceania,4,Albania,ALB,Australia,AUS,15276.91,890105533.3
Western & Southern Europe,6,Western & Southern Europe,6,Albania,ALB,Austria,AUT,887434,92700181390
Western & Southern Europe,6,Eastern Europe & Central Asia,5,Albania,ALB,Bulgaria,BGR,,12794311764
Western & Southern Europe,6,Northern Africa & Western Asia,7,Albania,ALB,Bahrain,BHR,5606.3,6082051617
Western & Southern Europe,6,Western & Southern Europe,6,Albania,ALB,Bosnia and Herzegovina,BIH,136404,92700181390
Western & Southern Europe,6,Latin America & Caribbean,12,Albania,ALB,Brazil,BRA,,1313618945
Western & Southern Europe,6,North America,11,Albania,ALB,Canada,CAN,,3537224791
Western & Southern Europe,6,East Asia,1,Albania,ALB,China,CHN,,10834337648
Western & Southern Europe,6,Northern Africa & Western Asia,7,Albania,ALB,Cyprus,CYP,,6082051617
Western & Southern Europe,6,Eastern Europe & Central Asia,5,Albania,ALB,Czech Republic,CZE,,12794311764
Western & Southern Europe,6,Western & Southern Europe,6,Albania,ALB,Germany,DEU,7069,92700181390
Western & Southern Europe,6,Western & Southern Europe,6,Albania,ALB,Denmark,DNK,204126,92700181390
Western & Southern Europe,6,Latin America & Caribbean,12,Albania,ALB,Ecuador,ECU,,1313618945
Western & Southern Europe,6,Northern Africa & Western Asia,7,Albania,ALB,Egypt,EGY,,6082051617
Western & Southern Europe,6,Western & Southern Europe,6,Albania,ALB,Spain,ESP,1019136.87,92700181390
Western & Southern Europe,6,Western & Southern Europe,6,Albania,ALB,France,FRA,1027886.76,92700181390
Western & Southern Europe,6,Western & Southern Europe,6,Albania,ALB,United Kingdom,GBR,,92700181390
Western & Southern Europe,6,Western & Southern Europe,6,Albania,ALB,Greece,GRC,1781603.31,92700181390
Western & Southern Europe,6,East Asia,1,Albania,ALB,Hong Kong,HKG,14994,10834337648
