year,importer1,importer2,flow2,flow1,category
2010,Russia,Rest of the World,20562.511,7928.424,all
2010,Rest of the World,Rest of the World,250231.918,250231.918,all
2011,USA,Brazil,4595.186,1239.610,all
2011,USA,Germany,1784.776,2273.447,all
2011,USA,Netherlands,2260.878,2110.174,all
2011,USA,France,3393.864,1172.561,all
2011,USA,China,6659.168,16482.273,all
2011,USA,Canada,22258.863,19545.213,all
2011,USA,Argentina,1589.728,137.957,all
2011,USA,Spain,1441.347,1604.143,all
2011,USA,Italy,3680.389,870.073,all
2011,USA,Japan,790.821,16627.828,all
2011,USA,UK,2382.076,1851.646,all
2011,USA,Russia,334.562,1578.488,all
2011,USA,Rest of the World,65123.264,69384.323,all
2011,Brazil,Germany,207.129,3931.890,all
2011,Brazil,Netherlands,209.290,4903.963,all
2011,Brazil,France,195.349,1605.637,all
2011,Brazil,China,619.290,14049.162,all
2011,Brazil,Canada,65.543,921.000,all
2011,Brazil,Argentina,3960.142,744.642,all
2011,Brazil,Spain,217.175,2270.599,all
2011,Brazil,Italy,186.871,1257.133,all
2011,Brazil,Japan,11.831,3279.302,all
2011,Brazil,UK,187.854,1441.615,all
2011,Brazil,Russia,1.246,4063.398,all
2011,Brazil,Rest of the World,4318.788,37042.801,all
2011,Germany,Netherlands,20705.461,11783.367,all
2011,Germany,France,9184.897,7577.468,all
2011,Germany,China,2124.817,515.302,all
2011,Germany,Canada,380.480,338.536,all
2011,Germany,Argentina,864.556,27.225,all
2011,Germany,Spain,4989.095,3273.131,all
2011,Germany,Italy,7497.101,8127.241,all
2011,Germany,Japan,49.749,1208.289,all
2011,Germany,UK,2070.324,5328.571,all
2011,Germany,Russia,196.266,2661.132,all
2011,Germany,Rest of the World,38106.928,36807.007,all
2011,Netherlands,France,5102.108,7938.734,all
2011,Netherlands,China,1145.196,770.372,all
2011,Netherlands,Canada,518.763,310.651,all
2011,Netherlands,Argentina,2234.907,27.620,all
2011,Netherlands,Spain,1995.130,2757.565,all
2011,Netherlands,Italy,1526.706,5042.697,all
2011,Netherlands,Japan,60.805,1072.824,all
2011,Netherlands,UK,2591.264,8763.549,all
2011,Netherlands,Russia,225.367,1954.178,all
2011,Netherlands,Rest of the World,21953.064,26527.704,all
2011,France,China,809.086,1914.636,all
2011,France,Canada,313.754,814.213,all
2011,France,Argentina,497.155,29.669,all
2011,France,Spain,7410.054,6351.787,all
2011,France,Italy,4824.068,7950.159,all
2011,France,Japan,63.993,1671.091,all
2011,France,UK,3383.738,6744.060,all
2011,France,Russia,123.879,1118.233,all
2011,France,Rest of the World,16778.316,25016.854,all
2011,China,Canada,2898.295,1060.972,all
2011,China,Argentina,5370.894,56.719,all
2011,China,Spain,519.359,906.888,all
2011,China,Italy,281.919,584.610,all
2011,China,Japan,375.042,10057.109,all
2011,China,UK,280.851,979.517,all
2011,China,Russia,1078.670,1748.342,all
2011,China,Rest of the World,29846.821,26312.836,all
2011,Canada,Argentina,237.595,18.322,all
2011,Canada,Spain,229.821,230.780,all
2011,Canada,Italy,852.990,481.110,all
2011,Canada,Japan,71.504,4368.785,all
2011,Canada,UK,438.392,461.918,all
2011,Canada,Russia,38.199,590.804,all
2011,Canada,Rest of the World,7573.574,12680.376,all
2011,Argentina,Spain,27.714,1483.064,all
2011,Argentina,Italy,33.389,1363.410,all
2011,Argentina,Japan,1.323,490.079,all
2011,Argentina,UK,26.891,826.066,all
2011,Argentina,Russia,0.079,739.644,all
2011,Argentina,Rest of the World,840.171,25463.574,all
2011,Spain,Italy,1514.967,5247.905,all
2011,Spain,Japan,13.237,538.392,all
2011,Spain,UK,1791.889,3702.816,all
2011,Spain,Russia,155.966,1147.404,all
2011,Spain,Rest of the World,15361.629,15779.165,all
